STATE_UT,DISTRICT,BLOCK,VILLAGE,LATITUDE,LONGITUDE,Date,DTWL
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8549,81.7143,2019-05-01,1.65
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8685,81.7101,2018-05-01,1.27
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8549,81.7143,2018-05-01,1.63
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8685,81.7101,2017-05-01,5.15
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8549,81.7143,2017-05-01,1.7
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8685,81.7101,2016-05-01,3.55
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8549,81.7143,2016-05-01,1.28
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8685,81.7101,2015-05-01,4.25
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8549,81.7143,2015-05-01,2.08
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8685,81.7101,2014-05-01,4.7
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8549,81.7143,2014-05-01,1.18
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2024-05-10,3.95
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2023-05-01,2.03
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2022-05-01,2.62
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2019-05-01,3.63
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2018-05-01,2.69
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2017-05-01,2.29
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2016-05-01,3.31
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2015-05-01,1.81
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2014-05-01,2.12
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2024-05-10,9.17
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2024-05-10,10.21
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2024-05-10,9.54
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2023-05-01,8.2
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2023-05-01,8.54
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2023-05-01,9.34
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2022-05-01,8.63
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2022-05-01,8.57
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2022-05-01,9.57
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2019-05-01,9.12
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2019-05-01,8.54
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2019-05-01,11.9
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2018-05-01,8.8
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2018-05-01,9.28
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2018-05-01,9.82
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2016-05-01,8.39
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2016-05-01,8.29
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2016-05-01,9.37
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2015-05-01,8.1
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2015-05-01,8.52
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2015-05-01,6.6
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2014-05-01,7.75
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2014-05-01,8.58
Andhra Pradesh,East Godavari Rajahmundry,Rural,Dowalaiswaram,16.9392,81.7866,2014-05-01,8.72
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2024-05-10,5.73
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2023-05-01,4.9
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2022-05-01,4.83
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2019-05-01,4.07
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2018-05-01,5.17
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2017-05-01,2.98
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2016-05-01,3.56
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2015-05-01,2.62
Andhra Pradesh,East Godavari Rajahmundry,Rural,Kolamuru,17.0595,81.8051,2014-05-01,3.25
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2024-05-10,6.85
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2024-05-10,2.22
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2023-05-01,4.27
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2023-05-01,1.48
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2022-05-01,4.98
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2022-05-01,3.5
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2019-05-01,7.92
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2019-05-01,2.15
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2018-05-01,6.86
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2018-05-01,2.96
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2017-05-01,6.3
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2017-05-01,2.81
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2016-05-01,3.07
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2016-05-01,2.2
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2015-05-01,3.07
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2015-05-01,1.75
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,17.0129,81.7828,2014-05-01,1.74
Andhra Pradesh,East Godavari Rajahmundry,Urban,Rajahmundry,16.9915,81.7776,2014-05-01,1.53
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2024-05-10,2.66
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2023-05-01,1.9
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2022-05-01,2.52
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2019-05-01,2.32
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2018-05-01,2.76
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2017-05-01,2.17
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2016-05-01,2.66
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2015-05-01,2.76
Andhra Pradesh,East Godavari Rajahmundry,Urban,Swarajyanagar,16.9726,81.7851,2014-05-01,2.11
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2024-05-10,4.41
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2023-05-01,3.43
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2022-05-01,4.33
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2019-05-01,2.46
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2018-05-01,3.73
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2017-05-01,2.45
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2016-05-01,3.76
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2015-05-01,3.48
Andhra Pradesh,East Godavari,Rajanagaram,Rajanagaram,17.083,81.9065,2014-05-01,2.57
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2024-05-10,4.39
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2023-05-01,4.93
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2022-05-01,5.05
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2019-05-01,6.34
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2018-05-01,3.45
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2017-05-01,6.33
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2016-05-01,1.36
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2015-05-01,4.12
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,17.0883,82.025,2014-05-01,5.85
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2024-05-10,2.65
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2023-05-01,1.05
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2022-05-01,2.1
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2019-05-01,2.7
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2018-05-01,1.22
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2017-05-01,2.83
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2016-05-01,3.29
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2015-05-01,1.31
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.1633,81.659,2014-05-01,1.91
Andhra Pradesh,East Godavari,Thallapudi,Tallapudi,17.124,81.6687,2023-05-01,0.55
Andhra Pradesh,East Godavari,Thallapudi,Tallapudi,17.124,81.6687,2022-05-01,0.68
Andhra Pradesh,East Godavari,Thallapudi,Tallapudi,17.124,81.6687,2019-05-01,1.05
Andhra Pradesh,East Godavari,Thallapudi,Tallapudi,17.124,81.6687,2018-05-01,1.6
Andhra Pradesh,East Godavari,Thallapudi,Tallapudi,17.124,81.6687,2017-05-01,4.09
Andhra Pradesh,East Godavari,Thallapudi,Tallapudi,17.124,81.6687,2016-05-01,2.24
Andhra Pradesh,East Godavari,Thallapudi,Tallapudi,17.124,81.6687,2015-05-01,1.78
Andhra Pradesh,East Godavari,Thallapudi,Tallapudi,17.124,81.6687,2014-05-01,1.26
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2024-05-10,2.76
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2023-05-01,2.04
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2022-05-01,2.96
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2019-05-01,2.58
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2018-05-01,0.73
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2017-05-01,2.97
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2016-05-01,3.59
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2015-05-01,2.35
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.1108,81.6735,2014-05-01,2.56
Andhra Pradesh,Eluru,Agiripalli,Agiripalli,16.68084,80.78302,2024-05-10,20.7
Andhra Pradesh,Eluru,Agiripalli,Agiripalli,16.68084,80.78302,2023-05-01,16.97
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2024-05-10,8.5
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2023-05-01,5.68
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2022-05-01,4.12
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2019-05-01,7.88
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2018-05-01,9.62
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2017-05-01,8.9
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2016-05-01,6.82
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2015-05-01,2.82
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.8092,2014-05-01,2.65
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2024-05-10,5.55
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2023-05-01,4.96
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2022-05-01,5.51
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2020-05-01,4.8
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2019-05-01,5.29
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2018-05-01,5.45
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2017-05-01,5.68
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2016-05-01,6.04
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,2015-05-01,5.6
Andhra Pradesh,Eluru,Buttayagudem,Gunjavaram,17.2036,81.4172,2022-05-01,5.87
Andhra Pradesh,Eluru,Buttayagudem,Gunjavaram,17.2036,81.4172,2019-05-01,7.05
Andhra Pradesh,Eluru,Buttayagudem,Gunjavaram,17.2036,81.4172,2018-05-01,6.19
Andhra Pradesh,Eluru,Buttayagudem,Gunjavaram,17.2036,81.4172,2016-05-01,3.55
Andhra Pradesh,Eluru,Chatrai,Polavaram,16.99009,80.91437,2024-05-10,44.25
Andhra Pradesh,Eluru,Chatrai,Polavaram,16.99011,80.91443,2024-05-10,10.08
Andhra Pradesh,Eluru,Chatrai,Polavaram,16.99009,80.91437,2023-05-01,1.42
Andhra Pradesh,Eluru,Chatrai,Polavaram,16.99011,80.91443,2023-05-01,1.48
Andhra Pradesh,Eluru,Chintalapudi,Chintalapudi,17.07048,80.98422,2024-05-10,2.5
Andhra Pradesh,Eluru,Chintalapudi,Chintalapudi,17.07048,80.98422,2023-05-01,2.71
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2024-05-10,5.7
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2023-05-01,4.86
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2022-05-01,5.06
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2019-05-01,5.27
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2018-05-01,4.9
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2017-05-01,5.17
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2016-05-01,5.25
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2015-05-01,5.29
Andhra Pradesh,Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.0098,2014-05-01,3.71
Andhra Pradesh,Eluru,Chintalapudi,Recharla,17.11687,81.01356,2024-05-10,15.55
Andhra Pradesh,Eluru,Chintalapudi,Recharla,17.11687,81.01356,2023-05-01,11.25
Andhra Pradesh,Eluru,Chintalapudi,Recharla,17.11687,81.01356,2022-05-01,11.01
Andhra Pradesh,Eluru,Chintalapudi,Recharla,17.11687,81.01356,2019-05-01,16.08
Andhra Pradesh,Eluru,Chintalapudi,Recharla,17.11687,81.01356,2017-05-01,14.88
Andhra Pradesh,Eluru,Chintalapudi,Recharla,17.11687,81.01356,2016-05-01,13.52
Andhra Pradesh,Eluru,Chintalapudi,Recharla,17.11687,81.01356,2015-05-01,11.64
Andhra Pradesh,Eluru,Chintalapudi,Recharla,17.11687,81.01356,2014-05-01,8.17
Andhra Pradesh,Eluru,Denduluru,Kovvali,16.73264,81.17549,2024-05-10,6.15
Andhra Pradesh,Eluru,Denduluru,Kovvali,16.73264,81.17549,2023-05-01,5.08
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2024-05-10,5.53
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2023-05-01,2.56
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2022-05-01,2.46
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2020-05-01,2.56
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2019-05-01,2.63
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2018-05-01,3.43
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2017-05-01,3.5
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2016-05-01,4.35
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,2015-05-01,4.58
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2024-05-10,11.0
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2023-05-01,10.7
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2022-05-01,10.7
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2019-05-01,10.7
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2018-05-01,10.1
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2017-05-01,10.7
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2016-05-01,10.7
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2015-05-01,10.7
Andhra Pradesh,Eluru,Dwarakatirumala,Pottalakattugudem,17.0726,81.25797,2014-05-01,7.39
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2024-05-10,35.3
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2024-05-10,3.15
Andhra Pradesh,Eluru,Eluru,Eluru,16.71272,81.08853,2024-05-10,2.4
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2023-05-01,1.66
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2023-05-01,2.2
Andhra Pradesh,Eluru,Eluru,Eluru,16.71272,81.08853,2023-05-01,34.48
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2022-05-01,1.81
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2022-05-01,2.19
Andhra Pradesh,Eluru,Eluru,Eluru,16.71272,81.08853,2022-05-01,33.08
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2019-05-01,1.97
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2019-05-01,2.35
Andhra Pradesh,Eluru,Eluru,Eluru,16.71272,81.08853,2019-05-01,39.18
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2018-05-01,1.66
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2018-05-01,2.41
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2017-05-01,1.75
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2017-05-01,2.59
Andhra Pradesh,Eluru,Eluru,Eluru,16.71272,81.08853,2017-05-01,36.18
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2016-05-01,1.62
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2016-05-01,1.57
Andhra Pradesh,Eluru,Eluru,Eluru,16.71272,81.08853,2016-05-01,35.73
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2015-05-01,1.59
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2015-05-01,2.65
Andhra Pradesh,Eluru,Eluru,Eluru,16.71272,81.08853,2015-05-01,38.5
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,2014-05-01,1.35
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11041,2014-05-01,2.64
Andhra Pradesh,Eluru,Eluru,Eluru,16.71272,81.08853,2014-05-01,35.0
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2024-05-10,1.65
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2023-05-01,1.03
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2022-05-01,1.4
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2019-05-01,1.92
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2018-05-01,1.56
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2017-05-01,1.85
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2016-05-01,0.91
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2015-05-01,1.37
Andhra Pradesh,Eluru,Ganapavaram,Sarepalle,16.6886,81.4654,2014-05-01,1.04
Andhra Pradesh,Eluru,Jangareddigudem,Jangareddygudem,17.12102,81.30142,2024-05-10,6.03
Andhra Pradesh,Eluru,Jangareddigudem,Jangareddygudem,17.12102,81.30142,2023-05-01,4.95
Andhra Pradesh,Eluru,Jangareddigudem,Jangareddygudem,17.12102,81.30142,2022-05-01,4.69
Andhra Pradesh,Eluru,Jangareddigudem,Jangareddygudem,17.12102,81.30142,2019-05-01,12.2
Andhra Pradesh,Eluru,Jangareddigudem,Jangareddygudem,17.12102,81.30142,2016-05-01,12.2
Andhra Pradesh,Eluru,Jangareddigudem,Jangareddygudem,17.12102,81.30142,2015-05-01,7.12
Andhra Pradesh,Eluru,Jangareddigudem,Jangareddygudem,17.12102,81.30142,2014-05-01,7.95
Andhra Pradesh,Eluru,Kaikalur,Kaikalur,16.54611,81.20571,2024-05-10,37.81
Andhra Pradesh,Eluru,Kaikalur,Kaikalur,16.54611,81.20571,2023-05-01,32.2
Andhra Pradesh,Eluru,Kaikalur,Kaikalur,16.54611,81.20571,2022-05-01,33.48
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2024-05-10,1.55
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2023-05-01,0.51
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2022-05-01,0.53
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2019-05-01,1.33
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2018-05-01,2.95
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2017-05-01,1.55
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2016-05-01,1.1
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2015-05-01,1.4
Andhra Pradesh,Eluru,Kaikalur,Palevada,16.5794,81.28671,2014-05-01,1.07
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2024-05-10,1.72
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2023-05-01,1.19
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2022-05-01,1.71
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2019-05-01,1.68
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2018-05-01,2.2
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2017-05-01,2.41
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2016-05-01,1.56
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2015-05-01,2.45
Andhra Pradesh,Eluru,Kalidindi,Kalidindi,16.50521,81.29016,2014-05-01,1.82
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2024-05-10,3.72
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2023-05-01,3.25
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2022-05-01,2.85
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2019-05-01,3.23
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2018-05-01,2.65
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2017-05-01,3.46
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2016-05-01,3.5
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2015-05-01,3.41
Andhra Pradesh,Eluru,Kamavarapukota,Kamavarapukota,17.01219,81.19715,2014-05-01,2.16
Andhra Pradesh,Eluru,Koyyalagudem,Kanapuram,17.1878,81.41756,2024-05-10,6.65
Andhra Pradesh,Eluru,Koyyalagudem,Kanapuram,17.1878,81.41756,2023-05-01,4.87
Andhra Pradesh,Eluru,Koyyalagudem,Kanapuram,17.1878,81.41756,2022-05-01,6.86
